"No.","Time","Source","Destination","Protocol","Length","Info"
"578","6.085671818","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"579","6.130924627","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=784 Ack=616 Win=65535 Len=0"
"580","6.478361666","10.0.2.15","149.154.167.99","TLSv1.2","205","Application Data"
"581","6.478929297","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=616 Ack=933 Win=65535 Len=0"
"584","6.663577211","149.154.167.99","10.0.2.15","TLSv1.2","507","Application Data"
"585","6.663611708","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=933 Ack=1067 Win=65535 Len=0"
"586","6.679960273","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"587","6.680490806","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=1067 Ack=1066 Win=65535 Len=0"
"588","8.015673217","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"589","8.016294224","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=1067 Ack=1199 Win=65535 Len=0"
"590","8.097594142","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"591","8.141678057","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=1199 Ack=1180 Win=65535 Len=0"
"592","10.012519292","10.0.2.15","149.154.167.99","TLSv1.2","223","Application Data"
"593","10.013027447","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=1180 Ack=1366 Win=65535 Len=0"
"594","10.124053926","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"595","10.124088176","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=1366 Ack=1293 Win=65535 Len=0"
"596","12.010607679","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"597","12.011059746","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=1293 Ack=1499 Win=65535 Len=0"
"598","12.094673779","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"599","12.094706800","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=1499 Ack=1406 Win=65535 Len=0"
"618","14.011176738","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"619","14.011651739","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=1406 Ack=1632 Win=65535 Len=0"
"620","14.102823048","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"621","14.102887447","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=1632 Ack=1519 Win=65535 Len=0"
"622","16.016351068","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"623","16.016911788","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=1519 Ack=1765 Win=65535 Len=0"
"624","16.102602018","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"625","16.102639192","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=1765 Ack=1632 Win=65535 Len=0"
"634","18.025582706","10.0.2.15","149.154.167.99","TLSv1.2","239","Application Data"
"635","18.026096752","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=1632 Ack=1948 Win=65535 Len=0"
"636","18.188892057","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"637","18.188927670","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=1948 Ack=1745 Win=65535 Len=0"
"638","20.014046230","10.0.2.15","149.154.167.99","TLSv1.2","205","Application Data"
"639","20.014565596","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=1745 Ack=2097 Win=65535 Len=0"
"640","20.098272011","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"641","20.098300262","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=2097 Ack=1858 Win=65535 Len=0"
"642","22.021322778","10.0.2.15","149.154.167.99","TLSv1.2","255","Application Data"
"643","22.021775748","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=1858 Ack=2296 Win=65535 Len=0"
"644","22.111800648","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"645","22.111836089","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=2296 Ack=1971 Win=65535 Len=0"
"646","24.028749501","10.0.2.15","149.154.167.99","TLSv1.2","255","Application Data"
"647","24.029150873","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=1971 Ack=2495 Win=65535 Len=0"
"648","24.112112732","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"649","24.112147185","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=2495 Ack=2084 Win=65535 Len=0"
"2794","26.016368180","10.0.2.15","149.154.167.99","TLSv1.2","239","Application Data"
"2795","26.016810194","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=2084 Ack=2678 Win=65535 Len=0"
"2796","26.099153280","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"2797","26.099178996","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=2678 Ack=2197 Win=65535 Len=0"
"2798","28.022572428","10.0.2.15","149.154.167.99","TLSv1.2","223","Application Data"
"2799","28.022977478","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=2197 Ack=2845 Win=65535 Len=0"
"2800","28.106237002","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"2801","28.106266421","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=2845 Ack=2310 Win=65535 Len=0"
"2802","29.514145707","149.154.167.99","10.0.2.15","TLSv1.2","251","Application Data"
"2803","29.514190289","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=2845 Ack=2505 Win=65535 Len=0"
"2804","29.554346369","10.0.2.15","149.154.167.99","TLSv1.2","239","Application Data"
"2805","29.554802292","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=2505 Ack=3028 Win=65535 Len=0"
"2806","29.554942200","10.0.2.15","149.154.167.99","TLSv1.2","223","Application Data"
"2807","29.555181240","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=2505 Ack=3195 Win=65535 Len=0"
"2808","29.666358372","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"2809","29.666393790","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=3195 Ack=2618 Win=65535 Len=0"
"2810","29.674643903","10.0.2.15","149.154.167.99","TLSv1.2","205","Application Data"
"2811","29.675096479","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=2618 Ack=3344 Win=65535 Len=0"
"2812","30.020239036","10.0.2.15","149.154.167.99","TLSv1.2","205","Application Data"
"2813","30.020712674","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=2618 Ack=3493 Win=65535 Len=0"
"2814","30.165412510","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"2815","30.209928100","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=3493 Ack=2731 Win=65535 Len=0"
"3362","32.018933683","10.0.2.15","149.154.167.99","TLSv1.2","223","Application Data"
"3363","32.019459119","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=2731 Ack=3660 Win=65535 Len=0"
"3364","32.101243038","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"3365","32.101274722","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=3660 Ack=2844 Win=65535 Len=0"
"3366","34.025718264","10.0.2.15","149.154.167.99","TLSv1.2","239","Application Data"
"3367","34.026135641","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=2844 Ack=3843 Win=65535 Len=0"
"3368","34.125766178","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"3369","34.125804821","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=3843 Ack=2957 Win=65535 Len=0"
"3370","34.995203281","149.154.167.99","10.0.2.15","TLSv1.2","219","Application Data"
"3371","34.995232289","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=3843 Ack=3120 Win=65535 Len=0"
"3372","35.015243885","10.0.2.15","149.154.167.99","TLSv1.2","239","Application Data"
"3373","35.015729142","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=3120 Ack=4026 Win=65535 Len=0"
"3374","36.022257966","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"3375","36.022703433","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=3120 Ack=4159 Win=65535 Len=0"
"3376","36.107867451","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"3377","36.149012833","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=4159 Ack=3233 Win=65535 Len=0"
"3378","38.022479196","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"3379","38.022951880","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=3233 Ack=4292 Win=65535 Len=0"
"3380","38.120729444","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"3381","38.120764520","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=4292 Ack=3346 Win=65535 Len=0"
"3384","40.035643579","10.0.2.15","149.154.167.99","TLSv1.2","205","Application Data"
"3385","40.036031125","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=3346 Ack=4441 Win=65535 Len=0"
"3386","40.128292415","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"3387","40.128340017","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=4441 Ack=3459 Win=65535 Len=0"
"3388","42.022077858","10.0.2.15","149.154.167.99","TLSv1.2","223","Application Data"
"3389","42.022528532","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=3459 Ack=4608 Win=65535 Len=0"
"3390","42.129298718","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"3391","42.129339937","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=4608 Ack=3572 Win=65535 Len=0"
"3409","44.020786136","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"3410","44.021235267","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=3572 Ack=4741 Win=65535 Len=0"
"3411","44.109209503","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"3412","44.109254485","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=4741 Ack=3685 Win=65535 Len=0"
"3413","46.036024446","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"3414","46.036427037","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=3685 Ack=4874 Win=65535 Len=0"
"3415","46.122365979","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"3416","46.122402740","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=4874 Ack=3798 Win=65535 Len=0"
"3417","48.022769687","10.0.2.15","149.154.167.99","TLSv1.2","239","Application Data"
"3418","48.023201461","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=3798 Ack=5057 Win=65535 Len=0"
"3419","48.118464307","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"3420","48.118500753","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=5057 Ack=3911 Win=65535 Len=0"
"3421","50.023852786","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"3422","50.024279694","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=3911 Ack=5190 Win=65535 Len=0"
"3427","50.115147898","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"3428","50.115172353","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=5190 Ack=4024 Win=65535 Len=0"
"3429","52.039026107","10.0.2.15","149.154.167.99","TLSv1.2","255","Application Data"
"3430","52.039367979","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=4024 Ack=5389 Win=65535 Len=0"
"3431","52.225318552","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"3432","52.225351363","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=5389 Ack=4137 Win=65535 Len=0"
"3433","54.027637148","10.0.2.15","149.154.167.99","TLSv1.2","239","Application Data"
"3434","54.028140094","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=4137 Ack=5572 Win=65535 Len=0"
"3435","54.110483194","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"3436","54.110539791","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=5572 Ack=4250 Win=65535 Len=0"
"5481","56.029213462","10.0.2.15","149.154.167.99","TLSv1.2","205","Application Data"
"5482","56.029513868","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=4250 Ack=5721 Win=65535 Len=0"
"5483","56.127205764","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"5484","56.127235187","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=5721 Ack=4363 Win=65535 Len=0"
"5493","58.044689779","10.0.2.15","149.154.167.99","TLSv1.2","223","Application Data"
"5494","58.045141248","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=4363 Ack=5888 Win=65535 Len=0"
"5495","58.173248534","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"5496","58.173278106","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=5888 Ack=4476 Win=65535 Len=0"
"5497","60.032143169","10.0.2.15","149.154.167.99","TLSv1.2","223","Application Data"
"5498","60.032583144","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=4476 Ack=6055 Win=65535 Len=0"
"5499","60.142275005","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"5500","60.142310652","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=6055 Ack=4589 Win=65535 Len=0"
"5501","60.607568015","149.154.167.99","10.0.2.15","TLSv1.2","622","Application Data"
"5502","60.607601797","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=6055 Ack=5155 Win=65535 Len=0"
"5503","60.634307169","10.0.2.15","149.154.167.99","TLSv1.2","205","Application Data"
"5504","60.634635979","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=5155 Ack=6204 Win=65535 Len=0"
"5505","60.639446261","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"5506","60.639772799","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=5155 Ack=6337 Win=65535 Len=0"
"6049","60.808391621","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"6050","60.815670407","10.0.2.15","149.154.167.99","TLSv1.2","239","Application Data"
"6051","60.816090780","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=5268 Ack=6520 Win=65535 Len=0"
"6052","62.033656226","10.0.2.15","149.154.167.99","TLSv1.2","255","Application Data"
"6053","62.034131414","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=5268 Ack=6719 Win=65535 Len=0"
"6054","62.122526944","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"6055","62.166509222","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=6719 Ack=5381 Win=65535 Len=0"
"6056","64.047343718","10.0.2.15","149.154.167.99","TLSv1.2","239","Application Data"
"6057","64.047740748","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=5381 Ack=6902 Win=65535 Len=0"
"6058","64.137319289","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"6059","64.137358753","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=6902 Ack=5494 Win=65535 Len=0"
"6060","64.856196170","149.154.167.99","10.0.2.15","TLSv1.2","219","Application Data"
"6061","64.856231974","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=6902 Ack=5657 Win=65535 Len=0"
"6062","64.873846794","10.0.2.15","149.154.167.99","TLSv1.2","255","Application Data"
"6063","64.874270748","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=5657 Ack=7101 Win=65535 Len=0"
"6064","66.038403751","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"6065","66.038742012","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=5657 Ack=7234 Win=65535 Len=0"
"6066","66.135798598","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"6067","66.177992889","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=7234 Ack=5770 Win=65535 Len=0"
"6068","67.652441983","10.0.2.15","149.154.167.99","TLSv1.2","255","Application Data"
"6069","67.652847679","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=5770 Ack=7433 Win=65535 Len=0"
"6070","67.759603163","149.154.167.99","10.0.2.15","TLSv1.2","507","Application Data"
"6071","67.759645761","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=7433 Ack=6221 Win=65535 Len=0"
"6072","67.777138746","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"6073","67.777526799","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=6221 Ack=7566 Win=65535 Len=0"
"6074","68.038454631","10.0.2.15","149.154.167.99","TLSv1.2","223","Application Data"
"6075","68.038929557","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=6221 Ack=7733 Win=65535 Len=0"
"6076","68.133427429","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"6077","68.177186916","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=7733 Ack=6334 Win=65535 Len=0"
"6078","70.047176689","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"6079","70.047650499","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=6334 Ack=7866 Win=65535 Len=0"
"6080","70.131299877","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"6081","70.131338204","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=7866 Ack=6447 Win=65535 Len=0"
"6082","72.040042669","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"6083","72.040392583","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=6447 Ack=7999 Win=65535 Len=0"
"6084","72.136752817","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"6085","72.136783604","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=7999 Ack=6560 Win=65535 Len=0"
"6103","74.049613798","10.0.2.15","149.154.167.99","TLSv1.2","255","Application Data"
"6104","74.050089086","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=6560 Ack=8198 Win=65535 Len=0"
"6105","74.133327633","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"6106","74.133358772","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=8198 Ack=6673 Win=65535 Len=0"
"6107","76.051929053","10.0.2.15","149.154.167.99","TLSv1.2","205","Application Data"
"6108","76.052434272","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=6673 Ack=8347 Win=65535 Len=0"
"6109","76.136267257","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"6110","76.136293746","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=8347 Ack=6786 Win=65535 Len=0"
"7457","78.057020346","10.0.2.15","149.154.167.99","TLSv1.2","239","Application Data"
"7459","78.057104608","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=6786 Ack=8530 Win=65535 Len=0"
"8138","78.254095351","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"8139","78.254144452","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=8530 Ack=6899 Win=65535 Len=0"
"8140","80.048606333","10.0.2.15","149.154.167.99","TLSv1.2","255","Application Data"
"8141","80.048960943","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=6899 Ack=8729 Win=65535 Len=0"
"8142","80.157483819","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"8143","80.157528202","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=8729 Ack=7012 Win=65535 Len=0"
"8144","82.056169324","10.0.2.15","149.154.167.99","TLSv1.2","189","Application Data"
"8145","82.056622260","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=7012 Ack=8862 Win=65535 Len=0"
"8146","82.138816343","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"8147","82.138848384","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=8862 Ack=7125 Win=65535 Len=0"
"8148","84.062284093","10.0.2.15","149.154.167.99","TLSv1.2","255","Application Data"
"8149","84.062668371","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=7125 Ack=9061 Win=65535 Len=0"
"8150","84.215628490","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"8151","84.215663303","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=9061 Ack=7238 Win=65535 Len=0"
"8152","86.053528714","10.0.2.15","149.154.167.99","TLSv1.2","255","Application Data"
"8153","86.054019764","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=7238 Ack=9260 Win=65535 Len=0"
"8154","86.136194852","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"8155","86.136227775","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=9260 Ack=7351 Win=65535 Len=0"
"8156","88.064120963","10.0.2.15","149.154.167.99","TLSv1.2","223","Application Data"
"8157","88.064566404","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=7351 Ack=9427 Win=65535 Len=0"
"8158","88.184893755","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"8159","88.184936358","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=9427 Ack=7464 Win=65535 Len=0"
"8160","90.063956735","10.0.2.15","149.154.167.99","TLSv1.2","239","Application Data"
"8161","90.064367173","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=7464 Ack=9610 Win=65535 Len=0"
"8162","90.147868627","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"8163","90.147907610","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=9610 Ack=7577 Win=65535 Len=0"
"8667","91.859157302","149.154.167.99","10.0.2.15","TLSv1.2","718","Application Data"
"8668","91.859193907","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=9610 Ack=8239 Win=65535 Len=0"
"8669","91.887881314","10.0.2.15","149.154.167.99","TLSv1.2","239","Application Data"
"8670","91.888280860","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=8239 Ack=9793 Win=65535 Len=0"
"8671","91.888413939","10.0.2.15","149.154.167.99","TLSv1.2","205","Application Data"
"8672","91.888675265","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=8239 Ack=9942 Win=65535 Len=0"
"8673","91.992238533","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"8674","91.998260661","10.0.2.15","149.154.167.99","TLSv1.2","239","Application Data"
"8675","91.998628426","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=8352 Ack=10125 Win=65535 Len=0"
"8676","92.061212633","10.0.2.15","149.154.167.99","TLSv1.2","223","Application Data"
"8677","92.061561319","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=8352 Ack=10292 Win=65535 Len=0"
"8678","92.147350865","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"8679","92.189296577","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=10292 Ack=8465 Win=65535 Len=0"
"8680","94.069460762","10.0.2.15","149.154.167.99","TLSv1.2","223","Application Data"
"8681","94.069786972","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=8465 Ack=10459 Win=65535 Len=0"
"8682","94.157128809","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
"8683","94.157166705","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=10459 Ack=8578 Win=65535 Len=0"
"8684","94.850385240","149.154.167.99","10.0.2.15","TLSv1.2","219","Application Data"
"8685","94.850433831","10.0.2.15","149.154.167.99","TCP","56","43190  >  443 [ACK] Seq=10459 Ack=8741 Win=65535 Len=0"
"8686","94.861458879","10.0.2.15","149.154.167.99","TLSv1.2","205","Application Data"
"8687","94.861953664","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=8741 Ack=10608 Win=65535 Len=0"
"8688","96.076222049","10.0.2.15","149.154.167.99","TLSv1.2","255","Application Data"
"8689","96.076532892","149.154.167.99","10.0.2.15","TCP","62","443  >  43190 [ACK] Seq=8741 Ack=10807 Win=65535 Len=0"
"8690","96.190144638","149.154.167.99","10.0.2.15","TLSv1.2","169","Application Data"
